,Organisatie,Functie,persnr,Kalenderjaar,maand,Dienstverband,Onderwijskwalificatie,fte,kwartaal,Datum
1121,FEB,Docent 3,-960344449588438900,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2020 Q2
1122,FEB,Docent 3,-960344449588438900,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
1123,FEB,Docent 3,-960344449588438900,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
1124,FEB,Docent 3,-960344449588438900,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
1125,FEB,Docent 3,-960344449588438900,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
1126,FEB,Docent 3,-960344449588438900,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
1127,FEB,Docent 3,-960344449588438900,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
1128,FEB,Docent 3,-960344449588438900,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2021 Q1
1129,FEB,Docent 3,-960344449588438900,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2021 Q1
1130,FEB,Docent 3,-960344449588438900,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2021 Q1
1131,FEB,Docent 3,-960344449588438900,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2021 Q2
1132,FEB,Docent 3,-960344449588438900,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2021 Q2
1133,FEB,Docent 3,-960344449588438900,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2021 Q2
1134,FEB,Docent 3,-960344449588438900,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2021 Q3
1135,FEB,Docent 3,-960344449588438900,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2021 Q3
1136,FEB,Docent 3,-960344449588438900,2021,9,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2021 Q3
1137,FEB,Docent 3,-960344449588438900,2021,10,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2021 Q4
1138,FEB,Docent 3,-960344449588438900,2021,11,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2021 Q4
1139,FEB,Docent 3,-960344449588438900,2021,12,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2021 Q4
1140,FEB,Docent 3,-960344449588438900,2022,1,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2022 Q1
1141,FEB,Docent 3,-960344449588438900,2022,2,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2022 Q1
1142,FEB,Docent 3,-960344449588438900,2022,3,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2022 Q1
1143,FEB,Docent 3,-960344449588438900,2022,4,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2022 Q2
1144,FEB,Docent 3,-960344449588438900,2022,5,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2022 Q2
1145,FEB,Docent 3,-960344449588438900,2022,6,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2022 Q2
1146,FEB,Docent 3,-960344449588438900,2022,7,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2022 Q3
1147,FEB,Docent 3,-960344449588438900,2022,8,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2022 Q3
1148,FEB,Docent 3,-960344449588438900,2022,9,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2022 Q3
1158,FEB,Docent 3,7827037120514900755,2022,7,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q3,2022 Q3
1159,FEB,Docent 3,7827037120514900755,2022,8,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q3,2022 Q3
1160,FEB,Docent 3,7827037120514900755,2022,9,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q3,2022 Q3
2184,FEB,Docent 4,7827037120514900755,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2020 Q1
2185,FEB,Docent 4,7827037120514900755,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.15259,Q1,2020 Q1
2186,FEB,Docent 4,7827037120514900755,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2020 Q1
2187,FEB,Docent 4,7827037120514900755,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q2,2020 Q2
2188,FEB,Docent 4,7827037120514900755,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q2,2020 Q2
2189,FEB,Docent 4,7827037120514900755,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q2,2020 Q2
2190,FEB,Docent 4,7827037120514900755,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q3,2020 Q3
2191,FEB,Docent 4,7827037120514900755,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q3,2020 Q3
2192,FEB,Docent 4,7827037120514900755,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q3,2020 Q3
2193,FEB,Docent 4,7827037120514900755,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q4,2020 Q4
2194,FEB,Docent 4,7827037120514900755,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q4,2020 Q4
2195,FEB,Docent 4,7827037120514900755,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q4,2020 Q4
2196,FEB,Docent 4,7827037120514900755,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2021 Q1
2197,FEB,Docent 4,7827037120514900755,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2021 Q1
2198,FEB,Docent 4,7827037120514900755,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2021 Q1
2199,FEB,Docent 4,7827037120514900755,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q2,2021 Q2
2200,FEB,Docent 4,7827037120514900755,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q2,2021 Q2
2201,FEB,Docent 4,7827037120514900755,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q2,2021 Q2
2202,FEB,Docent 4,7827037120514900755,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q3,2021 Q3
2203,FEB,Docent 4,7827037120514900755,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q3,2021 Q3
2204,FEB,Docent 4,7827037120514900755,2021,9,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q3,2021 Q3
2205,FEB,Docent 4,7827037120514900755,2021,10,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q4,2021 Q4
2206,FEB,Docent 4,7827037120514900755,2021,11,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q4,2021 Q4
2207,FEB,Docent 4,7827037120514900755,2021,12,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q4,2021 Q4
2208,FEB,Docent 4,7827037120514900755,2022,1,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2022 Q1
2209,FEB,Docent 4,7827037120514900755,2022,2,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2022 Q1
2210,FEB,Docent 4,7827037120514900755,2022,3,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q1,2022 Q1
2211,FEB,Docent 4,7827037120514900755,2022,4,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q2,2022 Q2
2212,FEB,Docent 4,7827037120514900755,2022,5,Vast,Basiskwalificatie Onderwijs (BKO),0.15261,Q2,2022 Q2
2213,FEB,Docent 4,7827037120514900755,2022,6,Vast,Basiskwalificatie Onderwijs (BKO),0.1526,Q2,2022 Q2
380,FEB,Docent 2,8144864274390461971,2021,9,Tijdelijk,Geen,0.1,Q3,2021 Q3
381,FEB,Docent 2,8144864274390461971,2021,10,Tijdelijk,Geen,0.1,Q4,2021 Q4
382,FEB,Docent 2,8144864274390461971,2021,11,Tijdelijk,Geen,0.1,Q4,2021 Q4
383,FEB,Docent 2,8144864274390461971,2021,12,Tijdelijk,Geen,0.1,Q4,2021 Q4
384,FEB,Docent 2,8144864274390461971,2022,1,Tijdelijk,Geen,0.1,Q1,2022 Q1
385,FEB,Docent 2,8144864274390461971,2022,2,Tijdelijk,Geen,0.1,Q1,2022 Q1
386,FEB,Docent 2,8144864274390461971,2022,3,Tijdelijk,Geen,0.1,Q1,2022 Q1
387,FEB,Docent 2,8144864274390461971,2022,4,Tijdelijk,Geen,0.1,Q2,2022 Q2
388,FEB,Docent 2,8144864274390461971,2022,5,Tijdelijk,Geen,0.1,Q2,2022 Q2
389,FEB,Docent 2,8144864274390461971,2022,6,Tijdelijk,Geen,0.1,Q2,2022 Q2
390,FEB,Docent 2,8144864274390461971,2022,7,Tijdelijk,Geen,0.1,Q3,2022 Q3
391,FEB,Docent 2,8144864274390461971,2022,8,Tijdelijk,Geen,0.1,Q3,2022 Q3
392,FEB,Docent 2,8144864274390461971,2022,9,Tijdelijk,Geen,0.0789,Q3,2022 Q3
396,FEB,Docent 2,-5328264202311691280,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q1,2020 Q1
397,FEB,Docent 2,-5328264202311691280,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q1,2020 Q1
398,FEB,Docent 2,-5328264202311691280,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q1,2020 Q1
399,FEB,Docent 2,-5328264202311691280,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q2,2020 Q2
400,FEB,Docent 2,-5328264202311691280,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q2,2020 Q2
401,FEB,Docent 2,-5328264202311691280,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q2,2020 Q2
402,FEB,Docent 2,-5328264202311691280,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q3,2020 Q3
403,FEB,Docent 2,-5328264202311691280,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.65,Q3,2020 Q3
404,FEB,Docent 2,-5328264202311691280,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q3,2020 Q3
405,FEB,Docent 2,-5328264202311691280,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q4,2020 Q4
406,FEB,Docent 2,-5328264202311691280,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q4,2020 Q4
407,FEB,Docent 2,-5328264202311691280,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q4,2020 Q4
408,FEB,Docent 2,-5328264202311691280,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q1,2021 Q1
409,FEB,Docent 2,-5328264202311691280,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q1,2021 Q1
410,FEB,Docent 2,-5328264202311691280,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q1,2021 Q1
411,FEB,Docent 2,-5328264202311691280,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q2,2021 Q2
412,FEB,Docent 2,-5328264202311691280,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q2,2021 Q2
413,FEB,Docent 2,-5328264202311691280,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q2,2021 Q2
414,FEB,Docent 2,-5328264202311691280,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q3,2021 Q3
415,FEB,Docent 2,-5328264202311691280,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q3,2021 Q3
416,FEB,Docent 2,-5328264202311691280,2021,9,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q3,2021 Q3
417,FEB,Docent 2,-5328264202311691280,2021,10,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q4,2021 Q4
418,FEB,Docent 2,-5328264202311691280,2021,11,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q4,2021 Q4
419,FEB,Docent 2,-5328264202311691280,2021,12,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q4,2021 Q4
420,FEB,Docent 2,-5328264202311691280,2022,1,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q1,2022 Q1
421,FEB,Docent 2,-5328264202311691280,2022,2,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q1,2022 Q1
422,FEB,Docent 2,-5328264202311691280,2022,3,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q1,2022 Q1
423,FEB,Docent 2,-5328264202311691280,2022,4,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q2,2022 Q2
424,FEB,Docent 2,-5328264202311691280,2022,5,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q2,2022 Q2
425,FEB,Docent 2,-5328264202311691280,2022,6,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q2,2022 Q2
426,FEB,Docent 2,-5328264202311691280,2022,7,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q3,2022 Q3
427,FEB,Docent 2,-5328264202311691280,2022,8,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q3,2022 Q3
428,FEB,Docent 2,-5328264202311691280,2022,9,Vast,Basiskwalificatie Onderwijs (BKO),0.75,Q3,2022 Q3
36,FEB,Docent 1,-5871386793965738206,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2020 Q1
37,FEB,Docent 1,-5871386793965738206,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2020 Q1
38,FEB,Docent 1,-5871386793965738206,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2020 Q1
39,FEB,Docent 1,-5871386793965738206,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2020 Q2
40,FEB,Docent 1,-5871386793965738206,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2020 Q2
41,FEB,Docent 1,-5871386793965738206,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q2,2020 Q2
42,FEB,Docent 1,-5871386793965738206,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
43,FEB,Docent 1,-5871386793965738206,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
44,FEB,Docent 1,-5871386793965738206,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q3,2020 Q3
45,FEB,Docent 1,-5871386793965738206,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
46,FEB,Docent 1,-5871386793965738206,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
47,FEB,Docent 1,-5871386793965738206,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q4,2020 Q4
48,FEB,Docent 1,-5871386793965738206,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),1.0,Q1,2021 Q1
1164,FEB,Docent 3,-8747053095437949666,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2020 Q1
1165,FEB,Docent 3,-8747053095437949666,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2020 Q1
1166,FEB,Docent 3,-8747053095437949666,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2020 Q1
1167,FEB,Docent 3,-8747053095437949666,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2020 Q2
1168,FEB,Docent 3,-8747053095437949666,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2020 Q2
1169,FEB,Docent 3,-8747053095437949666,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2020 Q2
1170,FEB,Docent 3,-8747053095437949666,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2020 Q3
1171,FEB,Docent 3,-8747053095437949666,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2020 Q3
1172,FEB,Docent 3,-8747053095437949666,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2020 Q3
1173,FEB,Docent 3,-8747053095437949666,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2020 Q4
1174,FEB,Docent 3,-8747053095437949666,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2020 Q4
1175,FEB,Docent 3,-8747053095437949666,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2020 Q4
1176,FEB,Docent 3,-8747053095437949666,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2021 Q1
1177,FEB,Docent 3,-8747053095437949666,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2021 Q1
1178,FEB,Docent 3,-8747053095437949666,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2021 Q1
1179,FEB,Docent 3,-8747053095437949666,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2021 Q2
1180,FEB,Docent 3,-8747053095437949666,2021,5,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2021 Q2
1181,FEB,Docent 3,-8747053095437949666,2021,6,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2021 Q2
1182,FEB,Docent 3,-8747053095437949666,2021,7,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2021 Q3
1183,FEB,Docent 3,-8747053095437949666,2021,8,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2021 Q3
1184,FEB,Docent 3,-8747053095437949666,2021,9,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2021 Q3
1185,FEB,Docent 3,-8747053095437949666,2021,10,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2021 Q4
1186,FEB,Docent 3,-8747053095437949666,2021,11,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2021 Q4
1187,FEB,Docent 3,-8747053095437949666,2021,12,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q4,2021 Q4
1188,FEB,Docent 3,-8747053095437949666,2022,1,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2022 Q1
1189,FEB,Docent 3,-8747053095437949666,2022,2,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2022 Q1
1190,FEB,Docent 3,-8747053095437949666,2022,3,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q1,2022 Q1
1191,FEB,Docent 3,-8747053095437949666,2022,4,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2022 Q2
1192,FEB,Docent 3,-8747053095437949666,2022,5,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2022 Q2
1193,FEB,Docent 3,-8747053095437949666,2022,6,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q2,2022 Q2
1194,FEB,Docent 3,-8747053095437949666,2022,7,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
1195,FEB,Docent 3,-8747053095437949666,2022,8,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
1196,FEB,Docent 3,-8747053095437949666,2022,9,Vast,Basiskwalificatie Onderwijs (BKO),0.8,Q3,2022 Q3
60,FEB,Docent 1,6924249356186402903,2020,1,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q1,2020 Q1
61,FEB,Docent 1,6924249356186402903,2020,2,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q1,2020 Q1
62,FEB,Docent 1,6924249356186402903,2020,3,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q1,2020 Q1
63,FEB,Docent 1,6924249356186402903,2020,4,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q2,2020 Q2
64,FEB,Docent 1,6924249356186402903,2020,5,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q2,2020 Q2
65,FEB,Docent 1,6924249356186402903,2020,6,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q2,2020 Q2
66,FEB,Docent 1,6924249356186402903,2020,7,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q3,2020 Q3
67,FEB,Docent 1,6924249356186402903,2020,8,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q3,2020 Q3
68,FEB,Docent 1,6924249356186402903,2020,9,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q3,2020 Q3
69,FEB,Docent 1,6924249356186402903,2020,10,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q4,2020 Q4
70,FEB,Docent 1,6924249356186402903,2020,11,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q4,2020 Q4
71,FEB,Docent 1,6924249356186402903,2020,12,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q4,2020 Q4
72,FEB,Docent 1,6924249356186402903,2021,1,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q1,2021 Q1
73,FEB,Docent 1,6924249356186402903,2021,2,Vast,Basiskwalificatie Onderwijs (BKO),0.65789,Q1,2021 Q1
74,FEB,Docent 1,6924249356186402903,2021,3,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q1,2021 Q1
75,FEB,Docent 1,6924249356186402903,2021,4,Vast,Basiskwalificatie Onderwijs (BKO),0.6579,Q2,2021 Q2
